"filename", "language", "JavaScript", "PHP", "JSON", "XML", "Markdown", "SCSS", "PostCSS", "MS SQL", "comment", "blank", "total"
"/home/zougmore/annuaire5/database/seeders/CongesTestSeeder.php", "PHP", 0, 46, 0, 0, 0, 0, 0, 0, 3, 10, 59
"/home/zougmore/annuaire5/database/seeders/DatabaseSeeder.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 7, 7, 39
"/home/zougmore/annuaire5/database/seeders/DirectionsTableSeeder.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/home/zougmore/annuaire5/database/seeders/ParametreSeeder.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 4, 5, 42
"/home/zougmore/annuaire5/database/seeders/RoleSeeder.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"/home/zougmore/annuaire5/database/seeders/SettingsSeeder.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 4, 4, 18
"/home/zougmore/annuaire5/database/seeders/TypesCongesSeeder.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 3, 5, 24
"/home/zougmore/annuaire5/package-lock.json", "JSON", 0, 0, 4398, 0, 0, 0, 0, 0, 0, 1, 4399
"/home/zougmore/annuaire5/package.json", "JSON", 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 25
"/home/zougmore/annuaire5/phpunit.xml", "XML", 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 35
"/home/zougmore/annuaire5/postcss.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/zougmore/annuaire5/public/css/app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 820, 0, 36, 141, 997
"/home/zougmore/annuaire5/public/index.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 4, 7, 21
"/home/zougmore/annuaire5/resources/css/app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 5
"/home/zougmore/annuaire5/resources/js/app.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/home/zougmore/annuaire5/resources/js/bootstrap.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 23, 8, 35
"/home/zougmore/annuaire5/resources/sass/_variables.scss", "SCSS", 0, 0, 0, 0, 0, 4, 0, 0, 2, 2, 8
"/home/zougmore/annuaire5/resources/sass/app.scss", "SCSS", 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 9
"/home/zougmore/annuaire5/resources/views/admin/dashboard.blade.php", "PHP", 0, 62, 0, 0, 0, 0, 0, 0, 0, 9, 71
"/home/zougmore/annuaire5/resources/views/admin/parametres/create.blade.php", "PHP", 0, 130, 0, 0, 0, 0, 0, 0, 0, 10, 140
"/home/zougmore/annuaire5/resources/views/admin/parametres/edit.blade.php", "PHP", 0, 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/home/zougmore/annuaire5/resources/views/admin/parametres/index.blade.php", "PHP", 0, 82, 0, 0, 0, 0, 0, 0, 0, 4, 86
"/home/zougmore/annuaire5/resources/views/admin/planning.blade.php", "PHP", 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"/home/zougmore/annuaire5/resources/views/admin/settings/index.php", "PHP", 0, 372, 0, 0, 0, 0, 0, 0, 1, 18, 391
"/home/zougmore/annuaire5/resources/views/admin/settings/modals/add-leave-type.blade.php", "PHP", 0, 413, 0, 0, 0, 0, 0, 0, 0, 19, 432
